img_name,visibility,exposure,objectness_uncertainty,weighted_variance_sum,weighted_entropy,p,r,f1,f2,ap_50,ap_50_95,conf,pred_cls,target_cls,distortion,label
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_04_424826800_00003_jpg.rf.891f33e014f9a1c5dc37b3e10d61626f.jpg,0.309464301,0.049228516,0.002841956,0.001420979,2.282454028,[        0.5],[          1],,[    0.83333],0.995,0.4975,[    0.52873     0.52082],[          1           1],[          1],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_02_425507200_01515_jpg.rf.06381aad67086d44ca7ea4608d72e8f3.jpg,0.503864025,0.005852051,1.0,1.0,2.302585093,[          0],[          0],,[          0],0.0,0.0,[],[],[          3           3           3],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_01_425005700_00487_jpg.rf.82b9dbaa4f137fa15468dcf3161cf781.jpg,0.307734772,0.084658203,0.00274721,0.000500006,2.281967461,[          1],[          1],,[          1],0.995,0.597,[    0.40956],[          6],[          6],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_03_SIS001546_00060_jpg.rf.d43f5b191389863445d4ce148e990ba1.jpg,0.424913994,0.003378906,0.015403499,0.007996682,1.136003967,[        0.4],[          1],,[    0.76923],0.398,0.1396,[    0.84849     0.34751      0.3121     0.27172     0.25477],[          3           3           3           3           3],[          3           3],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_08_425391700_00179_jpg.rf.350d4cb24b15f3e707bf8d5e9679a07b.jpg,0.199872423,0.02564209,1.0,1.0,2.302585093,[          0],[          0],,[          0],0.0,0.0,[     0.6638],[          3],[          3],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_01_425005700_00304_jpg.rf.edaf9de3f2bd73b2dc25a7f62812cfe5.jpg,0.207981852,0.0240625,0.003219745,0.000554403,2.281693622,[          0],[          0],,[          0],0.0,0.0,[    0.52986],[          6],[          6],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_03_425243200_00116_jpg.rf.414f4254e3ec554488c23c4b8fa6eea2.jpg,0.294451834,0.000322266,0.002134486,0.000455946,1.14183349,[          0],[          0],,[          0],0.0,0.0,[    0.48263     0.30536],[          6           6],[          6],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_01_425005700_00419_jpg.rf.8c743eb5b66f0f248cf83b1a32dc79e0.jpg,0.163256182,0.014543457,0.002542015,0.000686232,2.282055925,[          1],[          1],,[          1],0.995,0.796,[    0.60122],[          6],[          6],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_06_425502700_00052_jpg.rf.696a9f574b9648d37a51add1c8396050.jpg,0.09236432,0.002409668,0.006309256,3.00456e-05,1.139945748,[          1           1],[          1           1],,[          1           1],0.995,0.44775,[    0.78775     0.26871],[          4           9],[          4           9],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_07_3403335600_00795_jpg.rf.fbeffc6858f281ccb2768b7d2cad947b.jpg,0.183840972,0.005722656,0.000919133,0.001376609,1.142594436,[          1],[          1],,[          1],0.995,0.398,[    0.46665     0.37451],[          9           7],[          9],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_06_3403392100_00869_jpg.rf.48b3354ab84def97fdacfe86c84e7502.jpg,0.05708683,0.008532715,0.006297723,0.006476521,2.275885504,[        0.5           1],[          1           1],,[    0.83333           1],0.74625,0.422875,[    0.62534     0.34536     0.32192],[          4           1           1],[          4           1],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_04_4406645900_00824_jpg.rf.909f8ed27a26792af06e4528dac62466.jpg,0.309435889,0.006567383,0.00136534,0.000252282,2.286046311,[          0],[          0],,[          0],0.0,0.0,[],[],[          6],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_06_3403331800_01590_jpg.rf.f0e36ebdfb633c276583960c06f0749a.jpg,0.530098482,0.003005371,0.005487268,7.82711e-06,2.274849515,[          1],[          1],,[          1],0.995,0.6965,[    0.72422],[          4],[          4],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_03_425505400_00017_jpg.rf.146e8d558f17116c0f7546d1acac287f.jpg,0.590416242,0.004501953,0.006685544,4.22196e-05,1.13993592,[          1           1],[          1           1],,[          1           1],0.995,0.398,[    0.70111     0.27606],[          4           9],[          9           4],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_03_425638500_00001_jpg.rf.0b49bf6a99f9a161f014817f798d3ba0.jpg,0.091058688,0.003747559,0.006556734,5.61654e-05,1.140048721,[          1           1],[          1           1],,[          1           1],0.995,0.34825,[    0.68848     0.58051],[          4           9],[          4           9],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_07_425005700_01204_jpg.rf.cd263adfe42560c9153e8fdbba95eab4.jpg,0.314877635,0.015800781,1.0,1.0,2.302585093,[          0],[          0],,[          0],0.0,0.0,[],[],[          2],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_01_425005700_00285_jpg.rf.f33e7ac36efff8f3c2348f7ce3bfea02.jpg,0.113822052,0.071103516,0.002664973,0.000776967,2.282005743,[          1],[          1],,[          1],0.995,0.6965,[     0.5184],[          6],[          6],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_01_425005700_00270_jpg.rf.61412eea5a9725048a97a40f0aac1e75.jpg,0.266767544,0.026374512,0.002519389,0.000547496,2.282667078,[          1],[          1],,[          1],0.995,0.398,[    0.52617],[          6],[          6],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_01_425005700_00255_jpg.rf.a2899fab218b0d8eba48ae140ad9cdc5.jpg,0.238907486,0.090253906,0.00285642,0.000501481,2.281980114,[          1],[          1],,[          1],0.995,0.0995,[    0.60214],[          6],[          6],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_01_4406743300_00001_jpg.rf.066c00f987a79cc7779e120e05e9c171.jpg,0.1279542,0.013029785,0.007559523,0.000533741,1.140684432,[          1           1],[          1           1],,[          1           1],0.995,0.74625,[    0.55656     0.36978],[          1           9],[          1           9],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_02_3436813700_00274_jpg.rf.73a3eac7924224b3d1992e7b0ced0fc7.jpg,0.253279095,0.053833008,0.015968805,0.001025259,2.260175484,[          1],[          1],,[          1],0.995,0.6965,[    0.71642],[          8],[          8],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_03_4406425000_00001_jpg.rf.635f83239c61b5bfecfbec59bc7e080a.jpg,0.404894761,0.002976074,0.006521046,6.47415e-05,0.760710687,[          0           1           1           1],[          0           1           1           1],,[          0           1           1           1],0.74625,0.398,[    0.38666     0.35868     0.31317],[          6           9           4],[          4           9           6           3],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_02_3436786500_00137_jpg.rf.223cb9aaa83e377fda17571bbc8a1f53.jpg,0.155060958,0.001035156,0.009710738,0.000592167,2.281864251,[          1],[          1],,[          1],0.995,0.6965,[    0.28176],[          6],[          6],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_06_3436814000_00007_jpg.rf.8b8e88056692134ec4cb033f4f77ee91.jpg,0.153211515,0.006210938,0.001734643,0.006572936,1.142071484,[          0],[          0],,[          0],0.0,0.0,[],[],[          7],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_03_3403331900_01545_jpg.rf.9d3af72001e44c32a04ff45e044ec8a9.jpg,0.269601574,0.002697754,0.005959831,0.000227083,1.140033943,[          1           1],[          1           1],,[          1           1],0.995,0.34825,[    0.74074     0.51403],[          4           9],[          4           9],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_03_3403401900_00722_jpg.rf.bf9675928b157fef2813a9bf74387385.jpg,0.268605949,0.001809082,0.006430647,7.09518e-05,1.140175189,[          1           1],[          1           1],,[          1           1],0.995,0.44775,[    0.52927     0.32125],[          4           9],[          4           9],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_07_424826800_00493_jpg.rf.5889eab083ddface86908d3bcd886331.jpg,0.021432452,0.000981445,0.0019319,0.005015921,1.141647224,[          0],[          0],,[          0],0.0,0.0,[    0.38705],[          7],[          7],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_01_425005700_00384_jpg.rf.d8b153438b45fe02a891ee48fdec7439.jpg,0.269445064,0.028041992,0.002990583,0.000755628,2.281883518,[          1],[          1],,[          1],0.995,0.398,[     0.6665],[          6],[          6],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_05_425505000_00051_jpg.rf.97f6c7a3bb506688d60ab436792d8421.jpg,0.009645515,0.007929688,0.007996644,0.00027753,2.278313826,[    0.90145],[          1],,[     0.9786],0.995,0.6965,[    0.52251     0.26358],[          1           1],[          1],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_06_425501900_00054_jpg.rf.deb9f15bf6c2ad8d8e7571b457017de2.jpg,0.08491766,0.002590332,0.00725894,6.78539e-05,1.139868745,[          1           1],[          1           1],,[          1           1],0.995,0.597,[    0.73764     0.50706],[          4           9],[          4           9],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_03_424799600_00800_jpg.rf.14a4d58047293a727aa316543ec6962e.jpg,0.572994038,0.002587891,0.007602887,9.72999e-05,2.262826056,[          1],[          1],,[          1],0.995,0.8955,[    0.78617],[          8],[          8],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_08_4406772100_00002_jpg.rf.3cccb19cf317e3c207163b8ec5270b6e.jpg,0.2068155,0.035493164,0.005660335,0.002059064,2.27730257,[          1],[          1],,[          1],0.995,0.796,[    0.54976],[          1],[          1],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_07_4406645900_00786_jpg.rf.8807cb2bfd7e235cd6505e87f5892eb3.jpg,0.089083989,0.011931152,1.0,1.0,2.302585093,[          1],[          1],,[          1],0.995,0.199,[    0.33925],[          6],[          6],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_08_4406743300_00446_jpg.rf.9bf43134901397a91d1a0fa8ac398ff6.jpg,0.269366245,0.038859863,0.001786092,5.02707e-05,2.283703489,[          0],[          0],,[          0],0.0,0.0,[],[],[          6],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_01_425502100_00017_jpg.rf.db0070cf49a1ba579eefc2322ba6f2d8.jpg,0.139675689,0.061264648,0.015902067,0.000475902,1.136567041,[          1           1],[          1           1],,[          1           1],0.995,0.6965,[    0.76181     0.49922],[          1           9],[          9           1],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_05_4406743300_00420_jpg.rf.73173988e33052d9b2b7cfac70716c3d.jpg,0.343082774,0.045144043,0.003707671,0.003849845,2.285147515,[    0.81056],[          1],,[    0.95534],0.995,0.597,[    0.38883     0.25556],[          6           6],[          6],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_01_425614600_00428_jpg.rf.32eb3333dd85e9ba85a3ecfc7635d842.jpg,0.113459365,0.027009277,1.0,1.0,2.302585093,[          1],[          1],,[          1],0.995,0.4975,[     0.3946],[          3],[          3],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_08_425613500_00596_jpg.rf.20fc4dc8b46c348cb6c1d67eeb00cd32.jpg,0.147984765,0.013234863,0.014083976,0.000189102,0.759789785,[          1     0.73411],[          1           1],,[          1     0.93246],0.995,0.74625,[    0.80838     0.41989     0.32489],[          1           9           9],[          1           9],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_05_424798500_01235_jpg.rf.244e73938023b56a8b092f5e294f9fb9.jpg,0.075922613,0.007983398,0.004041898,0.000464597,2.280078478,[          1],[          1],,[          1],0.995,0.398,[    0.57794],[          1],[          1],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_03_425507000_00900_jpg.rf.8b6be9219cbce163e04055012edfc9e6.jpg,0.392858582,0.004245605,0.005472334,1.24766e-05,2.279351445,[          1],[          1],,[          1],0.995,0.4975,[      0.647],[          3],[          3],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_04_424799400_01080_jpg.rf.03c1e24c186fdd00eab1ccba9f37e6af.jpg,0.242663536,0.138242188,0.016425395,0.000973664,1.137792111,[        0.5           1],[          1           1],,[    0.83333           1],0.74625,0.54725,[    0.62495     0.52679     0.38442],[          1           1           9],[          1           9],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_04_4406645900_00857_jpg.rf.aa95954ab9664c479df756e8b0bc6cd3.jpg,0.168940966,0.008486328,1.0,1.0,2.302585093,[          0],[          0],,[          0],0.0,0.0,[],[],[          6],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_04_SIS001577_00012_jpg.rf.df7bc9f9122e608b8c5688417e76770c.jpg,0.215613444,0.029355469,0.001800841,0.005869203,2.285478488,[          0],[          0],,[          0],0.0,0.0,[    0.32507],[          6],[          6           6],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_06_3403404000_00927_jpg.rf.a3240200f56d28027b991de2d57664f6.jpg,0.267725697,0.001044922,0.00546744,0.000481609,1.140796129,[          0           0],[          0           0],,[          0           0],0.0,0.0,[    0.36566],[          3],[          4           6],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_07_4406645900_00558_jpg.rf.345b81c67be287b3db33ec20a0c79e66.jpg,0.147400896,0.015944824,0.004268026,0.006751252,2.282981068,[          1],[          1],,[          1],0.995,0.4975,[    0.34384],[          6],[          6],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_01_4406772100_00002_jpg.rf.1af62da5ecafafd30c1d6a6a6a127670.jpg,0.450968245,0.011486816,0.016265148,0.000306905,2.258043155,[          1           0],[          1           0],,[          1           0],0.4975,0.24875,[    0.85356     0.25234],[          1           9],[          1           9],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_01_425616300_00001_jpg.rf.ac4e4019e9d66a733d66c355de867fee.jpg,0.082825431,0.02201416,0.014452724,0.000170072,0.759752186,[     0.9601           0],[          1           0],,[    0.99176           0],0.4975,0.223875,[    0.91197       0.284],[          1           1],[          1           9],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_03_4402766600_00002_jpg.rf.a04be64224b155038a90e0514dd15e25.jpg,0.458271923,0.002858887,0.007592311,2.8339e-05,0.570291533,[          1         0.5],[          1           1],,[          1     0.83333],0.995,0.44775,[    0.75838     0.55774      0.3654     0.31661],[          4           3           9           9],[          9           4],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_08_425505500_00052_jpg.rf.33e4cb8e7fd86352f142b39be0d4df79.jpg,0.22713808,0.031213379,0.011196238,0.009177303,2.271470683,[          1],[          1],,[          1],0.995,0.796,[     0.7682],[          1],[          1],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_02_436152900_00001_jpg.rf.496e76877ed2943c65f832386e0cef51.jpg,0.038401671,0.00736084,0.002799055,0.00021508,0.570989649,[          0     0.76376           1],[          0           1           1],,[          0     0.94174           1],0.663333333,0.232166667,[    0.49391     0.46981     0.33626],[          4           9           4],[          9           4           1],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_03_436150300_00330_jpg.rf.3387db40dfbd38f075775b831c2ef783.jpg,0.293130238,0.002058105,1.0,1.0,2.302585093,[          0],[          0],,[          0],0.0,0.0,[],[],[          6],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_06_425646200_00657_jpg.rf.f59be2960c1f3845b82b702960264466.jpg,0.501157943,0.00157959,0.007676002,4.19586e-05,1.139881991,[          1           0],[          1           0],,[          1           0],0.4975,0.34825,[    0.25588],[          4],[          9           4],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_02_425505500_00018_jpg.rf.a3648df8ce876649ab50683607ae4b1b.jpg,0.450608041,0.002783203,0.003290506,7.67169e-05,1.141004976,[    0.77536],[          1],,[    0.94523],0.995,0.2985,[    0.73216     0.58885     0.56222     0.44936],[          8           8           4           4],[          4],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_06_3402617500_00787_jpg.rf.ae1ab50040ecfb9ce9ab087d93005ac8.jpg,0.155367232,0.001875,0.006935717,8.49745e-05,1.140053658,[          1     0.84702],[          1           1],,[          1     0.96514],0.995,0.572125,[    0.69195     0.49937     0.33294],[          4           9           9],[          4           9],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_02_3402616100_00002_jpg.rf.21ad093714cf11b3dbcaee251cfc021a.jpg,0.61894576,0.005654297,0.002641397,4.3799e-05,0.761201794,[          1           1],[          1           1],,[          1           1],0.995,0.24875,[    0.63855     0.46471],[          4           9],[          9           4],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_06_425613800_00787_jpg.rf.a9ab4bd757b38593873c688f287a8cac.jpg,0.374306745,0.001672363,0.007378635,5.55248e-05,0.760611931,[          1           1],[          1           1],,[          1           1],0.995,0.54725,[     0.5543     0.40112],[          4           9],[          9           4],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_04_4402622500_00355_jpg.rf.4620e3042a6fbe445fe776229dc7e243.jpg,0.152054271,0.097092285,1.0,1.0,2.302585093,[          0],[          0],,[          0],0.0,0.0,[],[],[          2],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_07_4402625300_01262_jpg.rf.8997391b463434d1632f35153ecb8342.jpg,0.582888019,0.008339844,1.0,1.0,2.302585093,[          0],[          0],,[          0],0.0,0.0,[],[],[          2           2           2],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_01_424799300_01133_jpg.rf.070ed97e481075512e03fcd4232db305.jpg,0.134488132,0.004709473,0.014342922,0.001039613,1.138843805,[    0.70228],[          1],,[    0.92184],0.995,0.398,[    0.57904     0.49421],[          1           1],[          1],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_02_4406446600_00073_jpg.rf.17ebb9d4f91c25996beecf8dfbb02b39.jpg,0.187184054,0.027973633,1.0,1.0,2.302585093,[          0],[          0],,[          0],0.0,0.0,[    0.26145],[          3],[          3           3],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_01_425503500_00018_jpg.rf.85102a6891eb11dcb5da6f7e122d0194.jpg,0.033451026,0.02208252,0.005112946,0.008217829,2.281222322,[    0.84716],[          1],,[    0.96517],0.995,0.6965,[    0.54987     0.38508],[          1           1],[          1],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_06_425614600_00426_jpg.rf.d4b18dabda6da2dcd7336af780a81fcb.jpg,0.219674945,0.00088623,0.005170209,0.001074486,2.278894892,[          1],[          1],,[          1],0.995,0.597,[    0.58367],[          7],[          7],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_02_3436813700_00326_jpg.rf.af26e70e70800f88daffe56539b29853.jpg,0.097661652,0.051066895,0.012418117,0.00062856,2.261980279,[          1],[          1],,[          1],0.995,0.4975,[    0.67186],[          8],[          8],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_08_425007600_01072_jpg.rf.d71e1eefdee2ef15d0298b9a5f418c15.jpg,0.258148749,0.015102539,0.014097247,0.000153759,1.13854849,[          1     0.58634],[          1           1],,[          1     0.87635],0.995,0.671625,[    0.64452     0.35213     0.29069],[          1           9           9],[          9           1],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_02_436153600_00688_jpg.rf.4731e7c749572eeb432280e8b3259bec.jpg,0.05737269,0.003088379,0.000645937,0.000613986,2.285877953,[          1],[          1],,[          1],0.995,0.6965,[    0.32132],[          6],[          6],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_03_436152900_00605_jpg.rf.0bbbc83cedfe7ca0aa0bbdf48f74761d.jpg,0.333421001,0.00411377,0.000866074,0.010952052,2.285992429,[          1],[    0.33333],,[    0.38462],0.66665,0.333325,[    0.40026],[          6],[          6           6           6],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_03_424992500_01025_jpg.rf.908f65cee3e7abcec5299fadbc47606b.jpg,0.021367948,0.029035645,0.005840718,0.035449487,2.282278321,[          1],[          1],,[          1],0.995,0.6965,[    0.50256     0.38922     0.34164     0.28816],[          8           3           6           6],[          8],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_08_436068100_00869_jpg.rf.6ccbc80a240c789420a0c09f2165f96a.jpg,0.112840695,0.051398926,0.001288276,0.003287551,2.283901316,[          1],[          1],,[          1],0.995,0.2985,[    0.27969],[          1],[          1],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_03_3403402800_00951_jpg.rf.13cad6e1ac6e74ab8d6e2c24aef2a318.jpg,0.324689493,0.004016113,0.006552255,0.001798795,1.14020342,[          0           1           0           1],[          0           1           0           1],,[          0           1           0           1],0.4975,0.223875,[    0.74014     0.42857     0.29151],[          4           9           6],[          4           9           5           3],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_01_425503000_00017_jpg.rf.2fe102b093b16f7a234f8126de0e936a.jpg,0.045621259,0.032553711,0.003913448,0.001494071,2.281073317,[        0.5],[          1],,[    0.83333],0.4975,0.14925,[    0.47496     0.46465],[          1           1],[          1],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_07_4406645900_00526_jpg.rf.8b2c19efe56ebff862b7a86f746c8259.jpg,0.233942689,0.02546875,1.0,1.0,2.302585093,[          0],[          0],,[          0],0.0,0.0,[],[],[          6],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_02_4406645900_00001_jpg.rf.5a810aeef8fdf0a421cf24251688387f.jpg,0.47214077,0.013007813,0.004430722,0.001566756,1.139843841,[          1           1],[          1           1],,[          1           1],0.995,0.597,[    0.52893      0.4584],[          4           1],[          1           4],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_07_4406645900_00647_jpg.rf.d1f14fdc8a6432fcd1bf548f6b8f6c40.jpg,0.068146711,0.018813477,1.0,1.0,2.302585093,[    0.33333],[          1],,[    0.71429],0.331666667,0.066333333,[    0.39161     0.34612     0.27013],[          6           6           6],[          6],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_06_3403395200_01004_jpg.rf.4fcd1880cb27b2678e79d8fb80a4112b.jpg,0.237556896,0.00559082,0.005845381,3.78186e-05,1.140569353,[          1           1],[          1         0.5],,[          1     0.55556],0.8725,0.46075,[     0.6479     0.31968],[          4           6],[          4           6           6],GC10-DET,0.0
/Data4/student_zhihan_data/data/GC10-DET/train/images/img_02_424799200_00178_jpg.rf.6845fe87dd8b1b5103530950d01ab60b.jpg,0.364983067,0.000974121,1.0,1.0,2.302585093,[     0.6175],[          1],,[    0.88977],0.995,0.44775,[    0.47892     0.41292     0.28321     0.27022],[          3           3           3           3],[          3],GC10-DET,0.0
