img_name,p,r,f1,f2,conf,pred_cls,target_cls
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_08_425391700_00089_jpg.rf.c8fe702a294d891b9cb8143305d79e74.jpg,[          1],[          1],[          1],[          1],[    0.64613     0.50711     0.48612     0.36399     0.26135],[          1           1           1           1           3],[          3]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_02_3436813700_00788_jpg.rf.33ac3428ca0da097f8ec6f666d2caf28.jpg,[    0.33333],[          1],[        0.5],[    0.71429],[     0.5107      0.4605     0.34677     0.31346],[          8           8           6           8],[          8]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_08_425391700_00198_jpg.rf.79baed4ea8e426615cf676e94acf6292.jpg,[          0],[          0],[          0],[          0],[    0.31194     0.25941],[          3           1],[          3           3]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_08_425637500_00653_jpg.rf.269078f5716d0f1c7eb7259f891ec266.jpg,[          1         0.5],[          1           1],[          1     0.66667],[          1     0.83333],[    0.55567     0.30599     0.27913],[          1           9           9],[          1           9]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_05_425505500_00053_jpg.rf.bcd8bcf9d6074b0fab4f2b095510420f.jpg,[          0           0],[          0           0],[          0           0],[          0           0],[    0.58297     0.46011     0.32636],[          8           8           8],[          1           9]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_03_425391000_00491_jpg.rf.f28eeb3c2ee29652d34f681582fdf627.jpg,[          0],[          0],[          0],[          0],[    0.41068],[          8],[          3]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_06_3403398500_01173_jpg.rf.3de8052bffb9ec5bcee37699641630ec.jpg,[          0],[          0],[          0],[          0],[],[],[          4]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_06_4406562900_00002_jpg.rf.bda7ab14f0be7131f2b4d3a02af2c1df.jpg,[          0],[          0],[          0],[          0],[    0.27832     0.27038],[          6           6],[          8]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_01_425005700_00406_jpg.rf.3d18020876f46e3b235c9c2b79c7c0a6.jpg,[          1],[          1],[          1],[          1],[    0.31514     0.28769],[          8           6],[          6]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_06_4406645900_00001_jpg.rf.fef25d6e5e72505390955126bb6c5844.jpg,[    0.81156           1],[          1           0],[    0.89598           0],[    0.95562           0],[    0.51384     0.38017     0.31886],[          4           4           9],[          9           4]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_03_424992300_00206_jpg.rf.db57f94ddc87cd8c8d31d86134bfe8b5.jpg,[          0],[          0],[          0],[          0],[],[],[          8]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_03_SIS001540_00786_jpg.rf.9639d974e6cd04fcfbe0ca3a847c2c23.jpg,[          0],[          0],[          0],[          0],[],[],[          8]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_03_425644600_00006_jpg.rf.feb60eafb5ebdef584a26d874345da58.jpg,[          0],[          0],[          0],[          0],[    0.49495],[          3],[          2]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_03_424992300_00514_jpg.rf.b1eee4d04fd6d8ce8f6ad7cac1a91c98.jpg,[          0     0.70051],[          0           1],[          0     0.82388],[          0     0.92123],[    0.37718     0.29228],[          8           8],[          8           6]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_01_425008500_00104_jpg.rf.32e3c393304c5bd5dd58d6f5c54b11b2.jpg,[    0.83753],[          1],[    0.91158],[    0.96265],[    0.64931     0.49325     0.48753     0.43455],[          8           8           8           8],[          8]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_07_424714400_00009_jpg.rf.b093d048d4dd9a68725899c42f343812.jpg,[          0],[          0],[          0],[          0],[    0.46823     0.37869],[          6           6],[          6           6           6]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_01_425614600_00001_jpg.rf.d08146824f2f274a835da26023733959.jpg,[          1],[          1],[          1],[          1],[    0.87882     0.75121     0.65814     0.56718     0.47484     0.41288     0.35384     0.35199],[          1           1           1           1           1           1           9           1],[          9]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_02_436164300_01201_jpg.rf.85573a21edbf1fa649474a2d02b1f985.jpg,[          0],[          0],[          0],[          0],[    0.30835],[          0],[          9]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_02_3436813700_00329_jpg.rf.6b0f3214e509051d3f663785b72f9977.jpg,[    0.94356],[          1],[    0.97096],[    0.98818],[    0.69921      0.4325     0.25129],[          8           3           8],[          8]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_03_436165200_00707_jpg.rf.c381097c20f217474d6a7055b68e42b5.jpg,[          1],[          1],[          1],[          1],[    0.40006],[          9],[          9]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_06_436164700_01556_jpg.rf.f334be6da007856c550eea2733e6ddfb.jpg,[          1],[          1],[          1],[          1],[    0.41059],[          7],[          7]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_07_4406645900_00618_jpg.rf.4728af3455c5277eb1fddbd3836acad8.jpg,[          0],[          0],[          0],[          0],[],[],[          6]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_01_425243300_00542_jpg.rf.14bf99bd3ac913df040788581e0c88dc.jpg,[          1],[          1],[          1],[          1],[    0.36474],[          6],[          6]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_07_4406645900_00539_jpg.rf.5326b38415f2224b33d1177da2f08acc.jpg,[          0],[          0],[          0],[          0],[    0.26026],[          8],[          6]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_06_4406645900_00492_jpg.rf.e7263b2fc93e67e0e539b5c351794ac4.jpg,[          0],[          0],[          0],[          0],[],[],[          6]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_08_425508200_00364_jpg.rf.b7359501e11684697ea0179ee2d73c6a.jpg,[          0],[          0],[          0],[          0],[    0.48355     0.44849     0.35297     0.34278     0.28011],[          1           8           8           8           8],[          2]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_06_425505000_00050_jpg.rf.8dd309fffb6d54f06ca08a323ff8d674.jpg,[    0.82978           1],[          1           0],[    0.90697           0],[    0.96059           0],[    0.63735     0.48823     0.34504],[          4           4           9],[          4           9]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_03_436153300_01008_jpg.rf.f63e360cafbe1d3c24a7003bf62e611c.jpg,[          0           0],[          0           0],[          0           0],[          0           0],[    0.35807],[          9],[          9           4]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_01_425241400_00039_jpg.rf.b8d9feafc1b8dd39b237b1fbe2f64c01.jpg,[          0],[          0],[          0],[          0],[    0.55881     0.38912],[          1           1],[          8]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_08_425508200_00033_jpg.rf.5fce67dd739986f4e810a69a3dbdd898.jpg,[          0],[          0],[          0],[          0],[],[],[          2           2           2]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_08_425391700_00189_jpg.rf.1a13221d07f68c02a79b1ad4271531b6.jpg,[        0.5],[          1],[    0.66667],[    0.83333],[    0.36107     0.29167],[          3           3],[          3]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_04_4406645900_00543_jpg.rf.ed669612518b5fdf164ffecd32e9ee20.jpg,[          0],[          0],[          0],[          0],[],[],[          6]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_06_425614600_00421_jpg.rf.2515be4bc918194d52817f85a91b1d76.jpg,[          1],[          1],[          1],[          1],[     0.5957],[          7],[          7]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_06_425502300_01407_jpg.rf.373e002d051b7dffab2253e6395233ff.jpg,[    0.78055],[        0.8],[    0.79016],[    0.79603],[    0.76961     0.71417     0.64979     0.64425     0.60868      0.2994],[          3           3           3           3           3           3],[          3           3           3           3           3]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_04_425622400_00001_jpg.rf.1569615634dbd1da5eb39c062886d1b1.jpg,[          1           0],[          1           0],[          1           0],[          1           0],[    0.53355],[          1],[          1           9]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_02_425503500_00017_jpg.rf.0e8d663c52ed2c69d593baf76af5b85a.jpg,[          0],[          0],[          0],[          0],[],[],[          9]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_02_425502300_00338_jpg.rf.e2b675b66d9467a731b1a879826eb4ab.jpg,[          0],[          0],[          0],[          0],[],[],[          2]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_07_4402719500_00001_jpg.rf.22f073984ae35b05d1552fc55e648838.jpg,[          0],[          0],[          0],[          0],[],[],[          7]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_03_425613800_00026_jpg.rf.9431cf66cf71bdcc8d00f4aa1397fc09.jpg,[          0],[          0],[          0],[          0],[],[],[          0]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_08_425640100_00874_jpg.rf.60e0b0bf22233173d446c821485769f3.jpg,[          0],[          0],[          0],[          0],[],[],[          1]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_01_425007600_00673_jpg.rf.9829fb414e6d963f8995480d2ab499b5.jpg,[          0     0.33333],[          0           1],[          0         0.5],[          0     0.71429],[    0.38475     0.32236     0.30958],[          8           8           8],[          8           6]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_01_425006600_00376_jpg.rf.72cd03df7d5dbe716a362ba631a7be7a.jpg,[     0.9178],[          1],[    0.95714],[     0.9824],[    0.72958     0.41998],[          8           8],[          8]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_01_425005700_00377_jpg.rf.ad0227dd72c803e70f00c59f54aedf0a.jpg,[          1],[          1],[          1],[          1],[    0.29141],[          6],[          6]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_03_4404580600_00513_jpg.rf.13a229dfa7704d8aca630e341f2eee89.jpg,[          0],[          0],[          0],[          0],[    0.32747],[          6],[          6           6           6           6]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_06_3436814000_00009_jpg.rf.def8ad57e2e2e27a4cc7872751aa9b60.jpg,[        0.5],[          1],[    0.66667],[    0.83333],[    0.43055     0.38179],[          7           7],[          7]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_03_SIS001540_00771_jpg.rf.c05779ebea02d856e4cd5a0abb7c888d.jpg,[        0.5],[          1],[    0.66667],[    0.83333],[    0.60836      0.5904],[          8           8],[          8]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_02_425392300_00834_jpg.rf.0b128393fbd7d86c43aac9827542b5a8.jpg,[          0],[          0],[          0],[          0],[],[],[          2           2]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_03_425622700_00002_jpg.rf.32ac3443018ededf38865b2563278ed9.jpg,[          0],[          0],[          0],[          0],[    0.44682],[          3],[          5]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_06_425502300_01397_jpg.rf.a60eabd84ddcc5a78530397551fb1962.jpg,[          1],[          1],[          1],[          1],[    0.56338     0.44082],[          3           3],[          3           3]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_04_425380400_00732_jpg.rf.2724305c2310ce939118e9722a75a6a9.jpg,[          0],[          0],[          0],[          0],[],[],[          6]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_08_425639900_00613_jpg.rf.447c5c60c1227cd51220d96abf9cf5dc.jpg,[          0],[          0],[          0],[          0],[],[],[          6]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_03_425391800_00255_jpg.rf.97a06641064fcb5c4dfd11719bd13b31.jpg,[          0],[          0],[          0],[          0],[],[],[          2]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_07_4406645900_00559_jpg.rf.03067aded65780c0d73f5e141c82a6d5.jpg,[          0],[          0],[          0],[          0],[],[],[          6]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_04_425501800_00017_jpg.rf.812d82b38c0ed09113d87b40c7a5f262.jpg,[    0.93342],[          1],[    0.96557],[    0.98594],[    0.83938     0.45943],[          1           1],[          1]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_07_435974600_00213_jpg.rf.0a01558b2ae421b20d1e9dc2d2a9ec13.jpg,[    0.93429],[          1],[    0.96603],[    0.98613],[    0.71415     0.32995],[          3           3],[          3]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_01_425005700_00490_jpg.rf.427c92061ff932c557f54e00eba8331c.jpg,[    0.89768],[          1],[    0.94608],[    0.97771],[    0.53692     0.29046],[          6           6],[          6]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_01_425008000_00037_jpg.rf.19c58306deeb9c7995251dd4a6fad689.jpg,[          0           1],[          0           1],[          0           1],[          0           1],[    0.61951],[          8],[          8           6]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_06_4406743300_00094_jpg.rf.4de6f9fd4829253babeab689f1c2cd87.jpg,[          0],[          0],[          0],[          0],[],[],[          6]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_03_425390700_00020_jpg.rf.f94b71ea26f422f480424cb40c4a4c22.jpg,[          0],[          0],[          0],[          0],[    0.74515     0.47899],[          8           8],[          5           5]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_07_3436814000_00009_jpg.rf.3792cfc19eff0bddbb07888c1d7c4003.jpg,[    0.76897],[          1],[     0.8694],[    0.94332],[    0.50458     0.39609     0.28677],[          7           7           7],[          7]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_06_425502300_01402_jpg.rf.89482ff308039ff5c49e702b1dee3065.jpg,[    0.99117],[          1],[    0.99556],[    0.99822],[    0.75462     0.70997     0.70708     0.68583     0.55262     0.40019],[          3           3           3           3           3           3],[          3           3           3           3           3]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_03_425501800_01220_jpg.rf.113f0d789ceb8e5b634869258e492361.jpg,[          0],[          0],[          0],[          0],[    0.27518],[          2],[          2]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_01_425383400_01036_jpg.rf.cf5334663cc46ce2c0d79d4dc8621f07.jpg,[        0.5           0],[          1           0],[    0.66667           0],[    0.83333           0],[    0.39404       0.387     0.35289],[          1           1           9],[          9           1]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_01_425008000_00002_jpg.rf.cf4a202b39d361e12b0956129f08c2c7.jpg,[    0.90596],[          1],[    0.95066],[    0.97966],[     0.5198     0.29243     0.25219],[          8           1           8],[          8]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_02_3436788500_00879_jpg.rf.d82d1a030f2f2645b5fa35b6bb4f9b84.jpg,[          0           0],[          0           0],[          0           0],[          0           0],[    0.39645     0.29028],[          9           9],[          1           9]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_02_425507200_01513_jpg.rf.2f96a24a72e35071d0aa3f756150b84c.jpg,[          0],[          0],[          0],[          0],[    0.27035],[          6],[          3           3           3           3]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_06_425237000_00670_jpg.rf.dda82ee1b4bf2438519eb8bc5c19c7ac.jpg,[          0           0],[          0           0],[          0           0],[          0           0],[    0.44614     0.27234],[          8           8],[          2           8]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_08_425382400_00001_jpg.rf.1e40bf6e954bf658573f06a23293faed.jpg,[          1],[          1],[          1],[          1],[    0.73267      0.5829     0.55735     0.55339     0.39562     0.34087],[          1           1           1           9           1           1],[          9]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_02_3436813700_00335_jpg.rf.a7bc0aa20aa1d0ecb40a94bec8d799f1.jpg,[          1],[          1],[          1],[          1],[    0.59805],[          8],[          8]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_04_436165600_00004_jpg.rf.fc44fddcc1d6d22c1c7f5f445ab038d8.jpg,[          0],[          0],[          0],[          0],[    0.42828     0.36579],[          9           9],[          9]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_04_425637500_00653_jpg.rf.36196537eded48062974df2ad0f82dff.jpg,[          0],[          0],[          0],[          0],[    0.61631     0.39621     0.31723     0.30727],[          1           9           6           6],[          9]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_03_4402724500_01245_jpg.rf.f8462455a8fc8a32606dcdf2c415a0df.jpg,[          0],[          0],[          0],[          0],[     0.2674],[          3],[          5           5           5]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_08_4402842500_01044_jpg.rf.0559520a625f7cbc8e8b1ca1d8cdd585.jpg,[          1],[          1],[          1],[          1],[    0.69339     0.61922     0.42911],[          8           8           1],[          1]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_02_4406772100_00243_jpg.rf.047681178919abd84bd1f26a71cfd387.jpg,[          0],[          0],[          0],[          0],[],[],[          8]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_07_4406645900_00740_jpg.rf.3613bbd33e41972500a658f63397f575.jpg,[          0],[          0],[          0],[          0],[],[],[          6]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_06_3403333800_00715_jpg.rf.9fb79c365a632d00f8a9f2e8442920e3.jpg,[          1           0],[          1           0],[          1           0],[          1           0],[    0.73376     0.55068     0.41189     0.26842],[          4           7           9           6],[          4           9]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_08_4403744200_01175_jpg.rf.0e6bf1d95865a297c900faf9bdf3dd25.jpg,[          0],[          0],[          0],[          0],[    0.27216],[          6],[          8]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_08_425508200_00359_jpg.rf.18297ae2807fcb5b2903ab09fd509949.jpg,[          0           0],[          0           0],[          0           0],[          0           0],[    0.62568     0.32281     0.25573],[          1           1           1],[          2           2           2           6]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_01_425609500_00001_jpg.rf.c139c9b2bbdc6c75c237db5429e5600f.jpg,[          1],[          1],[          1],[          1],[    0.62476     0.31073],[          6           1],[          1]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_08_3403334300_00853_jpg.rf.2b73635a7c025e596fbcaed164bc844b.jpg,[          0           0],[          0           0],[          0           0],[          0           0],[    0.66511     0.41928],[          1           1],[          9           6]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_01_4406743300_00475_jpg.rf.cbb17b1613752d938c0b919880db6c74.jpg,[          1],[          1],[          1],[          1],[    0.66808     0.54766     0.27079],[          1           1           6],[          6]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_02_3436813700_00321_jpg.rf.a2aa41eb9c661d396034776837f8af21.jpg,[     0.6157],[          1],[    0.76214],[    0.88902],[    0.51602     0.45025     0.32105     0.26145],[          8           8           8           8],[          8]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_05_4406743300_00507_jpg.rf.edd6ef5091389130dea46c1bbcedacfa.jpg,[          1],[          1],[          1],[          1],[    0.35402],[          6],[          6]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_02_3402616900_00001_jpg.rf.8a88102c40f5ec42f76d0cee1e2fae7d.jpg,[          0],[          0],[          0],[          0],[],[],[          5]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_07_435974600_00220_jpg.rf.300a6f692db45696d09a026b40f4070e.jpg,[    0.95696],[          1],[      0.978],[    0.99108],[    0.86739     0.27988],[          3           3],[          3]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_01_425005700_00201_jpg.rf.d09b4219e5333345ca9d5415045133fc.jpg,[          1],[          1],[          1],[          1],[    0.31701],[          6],[          6]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_07_3436814000_00011_jpg.rf.fa7a9baa1c7b041f0189ed06fe7c138b.jpg,[     0.7938],[          1],[    0.88505],[    0.95061],[    0.43909     0.31615],[          7           7],[          7]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_06_3403404000_00928_jpg.rf.df8508e1bd685000c95a0a08c66c0b97.jpg,[          0],[          0],[          0],[          0],[    0.38372     0.30655],[          6           9],[          9]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_05_425614700_00001_jpg.rf.db79a5131c5eed770ca9226f083b3b08.jpg,[    0.88341],[          1],[    0.93809],[    0.97428],[    0.79214     0.57601     0.47548     0.38642],[          1           1           1           1],[          1]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_02_3402618000_00002_jpg.rf.d6609cfde33420b8cf3f5857f50d8e2c.jpg,[          0],[          0],[          0],[          0],[],[],[          7]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_02_425243200_00533_jpg.rf.c14db537449ebf25be4de62e902cd617.jpg,[    0.74067],[          1],[    0.85102],[    0.93456],[    0.41735     0.31905],[          6           6],[          6]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_02_4402623300_00034_jpg.rf.34551b07ffc059cb3bc752ee6cbed63b.jpg,[          0],[          0],[          0],[          0],[],[],[          2]
/Data4/student_zhihan_data/data/GC10-DET_Transform_Scale_0.15:0.2/test/images/img_02_425508600_00684_jpg.rf.6efdd89c6075379e75f1f9f8445896b4.jpg,[          0],[          0],[          0],[          0],[    0.42537     0.39912],[          3           3],[          8]
