img_name,p,r,f1,f2,ap_50,ap_50_95,conf,pred_cls,target_cls,visibility,exposure,objectness_uncertainty,weighted_variance_sum,weighted_entropy
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_04_4402831800_01217_jpg.rf.3885a1149dce7ce8db0314a6cd9dc83d.jpg,[    0.89735],[          1],[     0.9459],[    0.97763],0.995,0.44775,[    0.63682     0.49693     0.25102],[          1           9           9],[          9],0.1215498797092749,9.765625e-06,0.005151869,7.431606079085404e-05,0.0997617704317598
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_01_425383400_01036_jpg.rf.cf5334663cc46ce2c0d79d4dc8621f07.jpg,[          0           1],[          0           1],[          0           1],[          0           1],0.4975,0.44775,[    0.34102],[          9],[          9           1],0.3552027874685765,0.0,0.0053099017,0.000379917902075,0.0878523882230122
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_01_425008000_00002_jpg.rf.cf4a202b39d361e12b0956129f08c2c7.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          8],0.2266133239537894,0.0,0.007102897,3.6481275993575465e-05,0.1337536434769193
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_02_3436788500_00879_jpg.rf.d82d1a030f2f2645b5fa35b6bb4f9b84.jpg,[          1           1],[          1           1],[          1           1],[          1           1],0.995,0.54725,[    0.66596      0.5482],[          1           9],[          1           9],0.0878546232917198,0.0,0.015490266,0.0002060792318571,0.0814445626113198
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_08_425382400_00001_jpg.rf.1e40bf6e954bf658573f06a23293faed.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[    0.65423],[          1],[          9],0.0421651853641507,0.0,0.013638097,4.672714968401544e-05,0.070585300436525
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_04_436165600_00004_jpg.rf.fc44fddcc1d6d22c1c7f5f445ab038d8.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          9],0.3452190652565914,0.046123046875,0.0026628869,0.0,0.2499049082398414
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_04_425637500_00653_jpg.rf.36196537eded48062974df2ad0f82dff.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[    0.29363],[          1],[          9],0.338145397855173,0.08985595703125,0.015113912,9.209440054910154e-05,0.0814290379700253
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_08_4402842500_01044_jpg.rf.0559520a625f7cbc8e8b1ca1d8cdd585.jpg,[    0.49627],[          1],[    0.66334],[    0.83125],0.995,0.6467499999999999,[    0.65562     0.60983     0.37632     0.37466     0.30514],[          1           1           1           1           1],[          1],0.0444204795775137,0.0,0.009230715,0.0012574935004912,0.0841614732220474
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_06_3403333800_00715_jpg.rf.9fb79c365a632d00f8a9f2e8442920e3.jpg,[          0           1],[          0           1],[          0           1],[          0           1],0.4975,0.199,[    0.43469],[          9],[          4           9],0.1459484699792074,0.0,0.0008347131,0.0002033198936605,0.2707931275983326
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_01_425609500_00001_jpg.rf.c139c9b2bbdc6c75c237db5429e5600f.jpg,[          1],[          1],[          1],[          1],0.995,0.597,[    0.47812],[          1],[          1],0.1888319096458398,0.0,0.0031142952,3.827001322924632e-05,0.1324441229000239
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_08_3403334300_00853_jpg.rf.2b73635a7c025e596fbcaed164bc844b.jpg,[          0     0.88345],[          0           1],[          0     0.93812],[          0     0.97429],0.4975,0.2487499999999999,[    0.47364     0.25821],[          9           9],[          9           6],0.1229676901123147,0.0,0.00052859134,1.2400994756777598e-05,0.1057674900690714
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_01_4406743300_00475_jpg.rf.cbb17b1613752d938c0b919880db6c74.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          6],0.1758141068938762,0.0,0.0012342057,6.86752968476867e-05,0.1124532914161682
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_02_3402616900_00001_jpg.rf.8a88102c40f5ec42f76d0cee1e2fae7d.jpg,[          0           0           0],[          0           0           0],[          0           0           0],[          0           0           0],0.0,0.0,[],[],[          9           5           4],0.215714410297039,0.0,0.00036854367,2.6744670692010647e-05,0.1010924588498615
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_06_3403404000_00928_jpg.rf.df8508e1bd685000c95a0a08c66c0b97.jpg,[          1],[          1],[          1],[          1],0.995,0.199,[     0.4172],[          9],[          9],0.3295789945370128,0.0,0.0007498375,3.617124101924496e-05,0.1052426511415264
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_05_425614700_00001_jpg.rf.db79a5131c5eed770ca9226f083b3b08.jpg,[          1           0],[          1           0],[          1           0],[          1           0],0.4975,0.398,[    0.85651],[          1],[          1           9],0.162491573965945,0.0,0.015590306,0.0008201064639161,0.2029624493204531
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_08_425503600_00053_jpg.rf.4e0005d89ff1d2fa788311d13a51abb9.jpg,[          1           0],[          1           0],[          1           0],[          1           0],0.4975,0.2985,[    0.53223],[          1],[          1           9],0.409042948120957,0.0,0.014814482,0.0001336733704275,0.0786365399192037
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_08_425503800_00052_jpg.rf.f3dd6fbb17863c108c3447422f572507.jpg,[          1],[          1],[          1],[          1],0.995,0.597,[    0.38643],[          1],[          1],0.2713325022548356,0.0,0.006169423,2.746751736696554e-05,0.0891953358508009
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_07_425390900_00111_jpg.rf.a675c597d559b8d66ab4abce3c4e5277.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          3           3           3           3],0.5996259348290599,0.0,0.002190675,6.873966086118344e-06,0.2522235099564899
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_08_4402842500_01043_jpg.rf.69416faaef5d57c368649059aab2fce5.jpg,[          1],[          1],[          1],[          1],0.995,0.597,[    0.38527],[          1],[          1],0.2996593080522612,0.0,0.0016620047,5.284014234045268e-05,0.2505919259662429
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_08_425502200_00054_jpg.rf.2d48915a28535457ee003a4ce62eafef.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[    0.63455     0.26588],[          1           9],[          9],0.4296363210862647,0.0,0.01485272,0.0001034800348479,0.0917698438215075
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_05_425502600_00052_jpg.rf.00ba4b822f14ebfe9e6f527a5ffdd5f0.jpg,[          1],[          1],[          1],[          1],0.995,0.6965,[    0.73682],[          1],[          1],0.170675270008956,0.0,0.0067450674,3.685897661880793e-05,0.1061810565005697
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_02_425637500_00001_jpg.rf.a94f8edf26e75a939fabc6cb7ab7f575.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          9],0.3171402108787969,0.0,0.0008447461,1.7884993601335886e-05,0.1033807914455731
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_04_425380900_00001_jpg.rf.e624c9bac4c52c864eca86fe216b173d.jpg,[          1],[          1],[          1],[          1],0.995,0.6965,[    0.41402     0.41376],[          9           1],[          9],0.3186008777717036,0.0095458984375,0.006899408,0.0002944991673648,0.091888412965055
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_06_3403334000_00839_jpg.rf.38782d71a638688663f2382ff70757a0.jpg,[          0           1],[          0           1],[          0           1],[          0           1],0.4975,0.14925,[    0.41125],[          9],[          4           9],0.1681839453786642,0.0,0.0014480143,6.574346761600261e-05,0.0992143407149172
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_07_3403335500_00710_jpg.rf.2e7d8f85ef390175e623aff6656205ef.jpg,[          1],[          1],[          1],[          1],0.995,0.398,[    0.43188],[          9],[          9],0.1139635666542681,0.0,0.0009703367,7.082472497497451e-05,0.2457862771426638
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_01_425006100_00947_jpg.rf.7203fdcbf41aba96ec8600d1440d31a9.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[    0.63499],[          9],[          1],0.18575873849238,0.0,0.0013421038,0.000113972367178,0.2426436494604537
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_05_436068100_00002_jpg.rf.562478a84c103a9ab393a21c61cf41eb.jpg,[          1],[          1],[          1],[          1],0.995,0.8955,[    0.76713],[          1],[          1],0.1758911059990542,0.0,0.01559945,8.364310723804134e-05,0.0775681914748684
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_08_425504800_00052_jpg.rf.d9a7dabae93b5b199eb1d3094bce8a42.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[    0.32349],[          8],[          1],0.2775806795301445,0.0,0.007265002,0.0001388239768011,0.1837969322420812
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_01_425501900_00017_jpg.rf.3aa4f32c0457ccdf62e25fee41f97c17.jpg,[          1],[          1],[          1],[          1],0.995,0.2985,[    0.52764],[          1],[          1],0.0855980439313772,0.0,0.0044635823,2.3070359899716987e-05,0.1018951982980575
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_01_425008500_00874_jpg.rf.9ee7dec3f71c320546f8a4f1cbc6f631.jpg,[          1           0],[          1           0],[          1           0],[          1           0],0.4975,0.398,[    0.64855],[          1],[          1           9],0.0510580712147778,0.0,0.01550243,0.000717361883843,0.2121111456551315
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_04_4402851900_00001_jpg.rf.6c389721aba69ed6b154fe41d9ad142f.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[    0.63932     0.36171],[          1           9],[          9],0.4006711243157697,0.0,0.012456807,0.0001951076976949,0.0905294107096792
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_01_4402270500_00003_jpg.rf.5d4436691803211d7fe644a0ec75b072.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[    0.31398],[          9],[          0           0           0           0           0           0],0.3869740689686994,0.0,0.00071474083,2.561449380699009e-06,0.1038999674717585
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_06_4403801500_01282_jpg.rf.e5ce594df12bc36641710a36673e38ad.jpg,[          1],[          1],[          1],[          1],0.995,0.199,[    0.39595],[          9],[          9],0.2565967295866778,0.0,0.0010706272,5.0064606396347246e-05,0.1036262595843138
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_03_424992500_00514_jpg.rf.4bcd005586f4824d77e99ecdf3cd158c.jpg,[          0     0.88679],[          0           1],[          0        0.94],[          0      0.9751],0.4975,0.14925,[    0.57802     0.35499],[          8           8],[          8           6],0.0877754691116917,0.0,0.0073315282,0.0001228496804686,0.1644993276322783
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_01_425244400_00900_jpg.rf.95ed2a16b21bcdb90ad96c2d2de7ac0b.jpg,[          1           0],[          1           0],[          1           0],[          1           0],0.4975,0.14925,[    0.31259],[          1],[          1           9],0.0919192880569213,0.0,0.011086653,0.0009767967497826,0.2103188090836224
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_04_425616200_00712_jpg.rf.9d36b85cb2a4229b295079ce982d70ba.jpg,[          1           1],[          1           1],[          1           1],[          1           1],0.995,0.44775,[    0.48347     0.25729],[          1           9],[          1           9],0.2763184438234131,4.8828125e-06,0.013609447,0.0001306794302936,0.0686748665648651
/Data4/student_zhihan_data/data/GC10-DET_BilateralBlur_300/test/images/img_02_3436813700_00273_jpg.rf.590d5374100e8d2ab0cdc424ee7ac241.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          8           8],0.2201803936340388,0.0,0.0030459291,7.438791638492148e-05,0.2608347077454839
/Data4/student_zhihan_data/data/GC10-DET_brightness_50/test/images/img_03_424992500_00388_jpg.rf.ec28701153afa1dd22f46920ffb9297f.jpg,[          1],[          1],[          1],[          1],0.995,0.4974999999999999,[    0.42132],[          8],[          8],0.6879856451768965,0.55595458984375,0.0023594475,5.584627082555471e-05,0.1796385055066834
/Data4/student_zhihan_data/data/GC10-DET_brightness_50/test/images/img_03_425503100_00066_jpg.rf.c80d682dcb624742ec4e67f3dfc73544.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[    0.75966],[          5],[          2],0.8612966496802129,0.6809033203125,0.008960703,1.9599637407512564e-05,0.1286592796589838
/Data4/student_zhihan_data/data/GC10-DET_brightness_50/test/images/img_01_425008500_00677_jpg.rf.85e0f1a63299479dd07b5c5314f7beca.jpg,[          1],[          1],[          1],[          1],0.995,0.796,[    0.79048],[          8],[          8],0.5094793073174348,0.041357421875,0.0093690595,5.082423053128804e-05,0.06115508523974
/Data4/student_zhihan_data/data/GC10-DET_brightness_50/test/images/img_05_425608200_00814_jpg.rf.51da696c5976e986c5c492e99d2dd638.jpg,[          1           1],[          1           1],[          1           1],[          1           1],0.995,0.6467499999999999,[    0.61404     0.32711],[          1           9],[          1           9],0.1053627944431987,0.00491943359375,0.015507595,0.0004338644561684,0.0803660608975396
/Data4/student_zhihan_data/data/GC10-DET_brightness_50/test/images/img_01_425005700_00442_jpg.rf.ef12f267a48c4fae4160ff0ff6c1cd07.jpg,[          1],[          1],[          1],[          1],0.995,0.199,[    0.60115],[          6],[          6],0.2421216676037201,0.118662109375,0.0024949482,0.0001509082780655,0.0956436934130532
/Data4/student_zhihan_data/data/GC10-DET_brightness_50/test/images/img_02_3436789500_00005_jpg.rf.85f310f1107d6db92898a8766345b99e.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[    0.71952       0.596     0.44188     0.39769     0.30923],[          3           3           3           3           9],[          0           0],0.5819026812416745,0.15010986328125,0.0077560823,0.0051398574807915,0.2703384926612495
/Data4/student_zhihan_data/data/GC10-DET_brightness_50/test/images/img_03_4401440300_00347_jpg.rf.ff9406713a4ed5507b002d4ce5f72e52.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[     0.3142     0.30217],[          8           8],[          8           8           8],0.4908758169934641,0.168837890625,0.0026053877,2.265367372181707e-05,0.1036049013998773
/Data4/student_zhihan_data/data/GC10-DET_brightness_50/test/images/img_06_425614600_00411_jpg.rf.0ca4276f5b7c9adc24a31de9d096a32b.jpg,[          1],[          1],[          1],[          1],0.995,0.597,[    0.59626],[          7],[          7],0.1757736197853004,0.00692138671875,0.0036990743,0.0002572762384839,0.0895988195783848
/Data4/student_zhihan_data/data/GC10-DET_brightness_50/test/images/img_07_4404374100_01265_jpg.rf.7c0ea7dc6275568c84f63ffd923f5c66.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[    0.44006],[          7],[          7],0.1168668931510884,0.01897216796875,0.0027853223,0.0001387343796135,0.0966888133132138
/Data4/student_zhihan_data/data/GC10-DET_brightness_50/test/images/img_08_425007500_01452_jpg.rf.a6354954b51ef244ccef3d9462ffe717.jpg,[          1     0.81983],[          1           1],[          1       0.901],[          1      0.9579],0.995,0.74625,[    0.65283     0.43323     0.29212],[          1           9           9],[          1           9],0.2156449364905275,0.04267578125,0.015713044,0.0002527024089444,0.2031630975067008
/Data4/student_zhihan_data/data/GC10-DET_brightness_50/test/images/img_01_425502900_00018_jpg.rf.993eb5cbb2f35e662145c2aa415d9879.jpg,[          1],[          1],[          1],[          1],0.995,0.796,[    0.58208],[          1],[          1],0.0041767339642844,0.05847412109375,0.0036444732,5.807274553662839e-05,0.1012391491200391
/Data4/student_zhihan_data/data/GC10-DET_brightness_50/test/images/img_08_425508200_00024_jpg.rf.e7b2ff05772bc1c560893f689919a53b.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          2           2],0.4947339699565781,0.0240478515625,0.0062658023,0.0004787103143659,0.1903588298734251
/Data4/student_zhihan_data/data/GC10-DET_brightness_50/test/images/img_03_4403715000_00003_jpg.rf.8fd599665109faa6025da5f5d7de01b0.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[    0.59992],[          8],[          5],0.6228996425385679,0.06362548828125,0.0044769226,0.0010797767752863,0.2919888356523145
/Data4/student_zhihan_data/data/GC10-DET_brightness_50/test/images/img_08_425391700_00089_jpg.rf.c8fe702a294d891b9cb8143305d79e74.jpg,[        0.5],[          1],[    0.66667],[    0.83333],0.4975,0.2487499999999999,[    0.39367     0.37252],[          3           3],[          3],0.4483215038850155,0.003125,0.0031264261,2.430976468498446e-05,0.0996521691721115
/Data4/student_zhihan_data/data/GC10-DET_brightness_50/test/images/img_02_3436813700_00788_jpg.rf.33ac3428ca0da097f8ec6f666d2caf28.jpg,[    0.89405],[          1],[    0.94406],[    0.97685],0.995,0.398,[    0.56106     0.32251],[          8           8],[          8],0.446290347825339,0.26250732421875,0.013034501,0.0008210781640703,0.2840630079775262
/Data4/student_zhihan_data/data/GC10-DET_brightness_50/test/images/img_08_425391700_00198_jpg.rf.79baed4ea8e426615cf676e94acf6292.jpg,[    0.16667],[        0.5],[       0.25],[    0.35714],0.125,0.0125,[     0.5297     0.33275     0.30004     0.29035     0.26134     0.25462],[          3           3           3           3           3           3],[          3           3],0.3211588395141629,0.0041748046875,0.006542387,0.0001649224781972,0.1110239494665812
/Data4/student_zhihan_data/data/GC10-DET_brightness_50/test/images/img_08_425637500_00653_jpg.rf.269078f5716d0f1c7eb7259f891ec266.jpg,[          1           1],[          1           1],[          1           1],[          1           1],0.995,0.7959999999999999,[    0.73622     0.25126],[          1           9],[          1           9],0.3661396232452464,0.172236328125,0.014185781,0.0004717757572606,0.2107784938990201
/Data4/student_zhihan_data/data/GC10-DET_brightness_50/test/images/img_05_425505500_00053_jpg.rf.bcd8bcf9d6074b0fab4f2b095510420f.jpg,[          1           0],[          1           0],[          1           0],[          1           0],0.4975,0.4974999999999999,[    0.62748],[          1],[          1           9],0.2659373831531086,0.0108642578125,0.01963445,0.0001903908592866,0.0718404904035743
/Data4/student_zhihan_data/data/GC10-DET_brightness_50/test/images/img_06_3403398500_01173_jpg.rf.3de8052bffb9ec5bcee37699641630ec.jpg,[          1],[          1],[          1],[          1],0.995,0.796,[    0.41514],[          4],[          4],0.6372215119388357,0.367392578125,0.0056581125,2.679942197517647e-06,0.1271338799899282
/Data4/student_zhihan_data/data/GC10-DET_brightness_50/test/images/img_07_4404893900_00568_jpg.rf.791dce27a30eb631f2acb54d52681b5c.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[],[],[          9],0.0818295397785352,0.1265966796875,0.0008378197,0.0017275544336712,0.2578148959625152
/Data4/student_zhihan_data/data/GC10-DET_brightness_50/test/images/img_06_4406562900_00002_jpg.rf.bda7ab14f0be7131f2b4d3a02af2c1df.jpg,[          0           0           0           0],[          0           0           0           0],[          0           0           0           0],[          0           0           0           0],0.0,0.0,[    0.41264],[          3],[          4           1           8           9],0.0981261103754172,0.01689697265625,0.006423815,8.539110627511443e-06,0.1244949491040426
/Data4/student_zhihan_data/data/GC10-DET_brightness_50/test/images/img_01_425005700_00406_jpg.rf.3d18020876f46e3b235c9c2b79c7c0a6.jpg,[          1],[          1],[          1],[          1],0.995,0.597,[    0.45148],[          6],[          6],0.2521814188822561,0.08178955078125,0.0037729272,0.0001336928852669,0.0901383665362129
/Data4/student_zhihan_data/data/GC10-DET_brightness_50/test/images/img_06_4406645900_00001_jpg.rf.fef25d6e5e72505390955126bb6c5844.jpg,[          1           1],[          1           1],[          1           1],[          1           1],0.995,0.4974999999999999,[    0.71509     0.47815],[          4           9],[          9           4],0.6094272259396586,0.0715185546875,0.00754271,1.668721493696372e-05,0.0973176966050286
/Data4/student_zhihan_data/data/GC10-DET_brightness_50/test/images/img_03_424992300_00206_jpg.rf.db57f94ddc87cd8c8d31d86134bfe8b5.jpg,[          1],[          1],[          1],[          1],0.995,0.597,[    0.61624],[          8],[          8],0.4411765948501907,0.42270751953125,0.010733569,0.0001656450129797,0.0941209021365422
/Data4/student_zhihan_data/data/GC10-DET_brightness_50/test/images/img_03_SIS001540_00786_jpg.rf.9639d974e6cd04fcfbe0ca3a847c2c23.jpg,[    0.91407],[          1],[    0.95511],[    0.98155],0.995,0.6965,[    0.61369     0.32201     0.25606],[          8           8           8],[          8],0.3804661664505656,0.14368408203125,0.007836995,0.0002219620959926,0.1192890095331433
/Data4/student_zhihan_data/data/GC10-DET_brightness_50/test/images/img_03_424992300_00514_jpg.rf.b1eee4d04fd6d8ce8f6ad7cac1a91c98.jpg,[          0           1],[          0           1],[          0           1],[          0           1],0.4975,0.398,[    0.79713],[          8],[          8           6],0.4391386337740716,0.22181640625,0.010513979,3.623848126153461e-05,0.0884032432601045
/Data4/student_zhihan_data/data/GC10-DET_brightness_50/test/images/img_01_425008500_00104_jpg.rf.32e3c393304c5bd5dd58d6f5c54b11b2.jpg,[          1],[          1],[          1],[          1],0.995,0.6965,[    0.81286],[          8],[          8],0.6486229427041582,0.09727783203125,0.014653429,0.000103646343277,0.0600642084692951
/Data4/student_zhihan_data/data/GC10-DET_brightness_50/test/images/img_07_424714400_00009_jpg.rf.b093d048d4dd9a68725899c42f343812.jpg,[          0],[          0],[          0],[          0],0.0,0.0,[    0.43681     0.38743],[          6           6],[          6           6           6],0.4291599431766267,0.106982421875,0.0012395192,0.0002862850808189,0.1003920719623565
/Data4/student_zhihan_data/data/GC10-DET_brightness_50/test/images/img_03_3403396800_01005_jpg.rf.089e7bcff1fe4ca0a5efcbb8ba1d31a3.jpg,[          1],[          1],[          1],[          1],0.995,0.2985,[    0.72533],[          4],[          4],0.6189677094670396,0.243369140625,0.004991589,4.639249114256373e-06,0.2770959677349426
/Data4/student_zhihan_data/data/GC10-DET_brightness_50/test/images/img_01_425614600_00001_jpg.rf.d08146824f2f274a835da26023733959.jpg,[        0.5],[          1],[    0.66667],[    0.83333],0.995,0.54725,[    0.30552      0.2795],[          9           9],[          9],0.3435699761317842,0.036748046875,0.0027819064,9.94341833438276e-06,0.0990200558987882
/Data4/student_zhihan_data/data/GC10-DET_brightness_50/test/images/img_02_436164300_01201_jpg.rf.85573a21edbf1fa649474a2d02b1f985.jpg,[    0.78952],[          1],[    0.88238],[    0.94938],0.995,0.199,[    0.56832     0.44764],[          9           9],[          9],0.1195645209081285,0.0019873046875,0.0011079363,7.320824590220282e-05,0.0982230191316758
